{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
{ 11, 48, 14}	{ 17, 61, 21}	{ 23, 74, 27}	{ 29, 87, 34}	{ 35,100, 41}	{ 53,139, 61}	{ 41,113, 48}	{ 47,126, 54}	{ 59,153, 68}	{ 65,166, 75}	{ 71,179, 81}	{ 77,192, 88}	{ 83,205, 95}	{ 89,218,102}	{ 95,231,108}	{101,244,115}	
